AÑO,INEGI,ENTIDAD,DELITO,MODALIDAD,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL
2017,30,VERACRUZ,SECUESTRO,SECUESTRO,15,23,19,13,14,19,16,15,16,13,17,14,194
2017,30,VERACRUZ,EXTORSION,EXTORSION,70,48,64,47,58,52,42,47,64,44,42,35,613
2017,31,YUCATAN,HOMICIDIO,DOLOSO,7,7,5,4,3,4,2,6,2,1,2,3,46
2017,31,YUCATAN,HOMICIDIO,CULPOSO,7,2,5,4,2,4,6,2,4,3,1,8,48
2017,31,YUCATAN,SECUESTRO,SECUESTRO,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,31,YUCATAN,EXTORSION,EXTORSION,4,3,8,7,3,1,1,2,2,0,1,1,33
2017,32,ZACATECAS,HOMICIDIO,DOLOSO,62,37,49,49,48,35,67,102,68,83,48,39,687
2017,32,ZACATECAS,HOMICIDIO,CULPOSO,9,13,16,17,11,11,9,15,6,10,20,27,164
2017,32,ZACATECAS,SECUESTRO,SECUESTRO,7,7,4,5,7,5,6,8,8,10,4,3,74
2017,32,ZACATECAS,EXTORSION,EXTORSION,16,11,12,15,20,21,20,10,21,27,15,9,197
